rep_id,cell_id,cell_tag,score,url,kgs_id,api,api_num_nodash,operator,lease,lat,lon,las_path,picked_gr,picked_por,picked_den,picked_neu,picked_pe,picked_dt
486,g3_3,,20.240,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054750451.las,1052451220,15-069-20514,15069205140000,"American Warrior, Inc.",MILLER 1-13,37.97138050,-100.56961980,data/las/1054750451.las,GR,DPOR,RHOB,CNPOR,,
487,g3_3,,20.230,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1051308694.las,1046475275,15-101-22595,15101225950000,Larson Operating Co.,PARIS 2-7,38.42065230,-100.46312670,data/las/1051308694.las,GR,DPOR,RHOB,CNPOR,,
488,g3_3,,20.170,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044875950.las,1044058003,15-101-22350,15101223500000,"Raymond Oil Co., Inc.",M & A Trust 1,38.29029990,-100.51601430,data/las/1044875950.las,GR,DPOR,RHOB,CNPOR,,
489,g3_4,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045650065.las,1044794027,15-195-22933,15195229330000,Blue Ridge Petroleum Corporation,Kvasnicka 1-1,38.95253150,-100.05237210,data/las/1045650065.las,GR,DPOR,RHOB,CNPOR,PE,DT
490,g3_4,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044095519.las,1039145626,15-101-22151,15101221510000,"O'Brien Resources, LLC",Boomhower 36-1,38.53654900,-100.47980000,data/las/1044095519.las,GR,DPOR,RHOB,CNPOR,PE,DT
491,g3_4,,24.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053428944.las,1052039977,15-063-22386,15063223860000,Grand Mesa Operating Company,DORMAN 1-27,38.81456270,-100.64883960,data/las/1053428944.las,GR,DPOR,RHOB,CNPOR,PE,DT
492,g3_4,,24.170,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046410232.las,1046109474,15-063-22298,15063222980000,"Palomino Petroleum, Inc.",TERRY 1,38.86701010,-100.65903460,data/las/1046410232.las,GR,DPOR,RHOC,NPOR,PE,DT
493,g3_4,,23.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052023033.las,1046946790,15-135-26050,15135260500000,"Palomino Petroleum, Inc.",STENZEL HEIRS 1,38.47061960,-99.99856740,data/las/1052023033.las,GR,DPOR,RHOC,NPOR,PE,
494,g3_4,,23.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046088867.las,1044801657,15-063-22195,15063221950000,"Mull Drilling Co., Inc.",Coberly Unit 1-20,38.91004720,-100.34462170,data/las/1046088867.las,GR,DPOR,RHOB,CNPOR,PE,
495,g3_4,,23.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053580088.las,1052049440,15-195-23125,15195231250000,"Palomino Petroleum, Inc.",REUSSER 'C' 4,38.71008080,-100.06210570,data/las/1053580088.las,GR,DPOR,RHOC,NPOR,PE,
496,g3_4,,23.140,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054310995.las,1052185581,15-195-23131,15195231310000,"Palomino Petroleum, Inc.",SFN 1,38.71449240,-100.13188350,data/las/1054310995.las,GR,DPOR,RHOC,NPOR,PE,
497,g3_4,,23.130,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046112979.las,1045643319,15-135-25909,15135259090000,"Stewart Producers, Inc.",Sutton 2,38.49782610,-100.00624330,data/las/1046112979.las,GR,DPOR,RHOC,NPOR,PE,
498,g3_4,,21.250,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053378667.las,1052022166,15-101-22652,15101226520000,M G Oil Inc,LAWRENCE 15,38.66119490,-100.40064170,data/las/1053378667.las,GR,DPOR,RHOB,CNPOR,,DT
499,g3_4,,21.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044222870.las,1042767754,15-101-22256,15101222560000,"Mull Drilling Co., Inc.",Waterson 'A' 1-17,38.58049040,-100.32588690,data/las/1044222870.las,GR,DPOR,RHOB,CNPOR,,DT
500,g3_4,,21.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044931378.las,1044121294,15-063-22009,15063220090000,Mustang Energy Corp.,Evans 'A' 1,38.80322830,-100.47948500,data/las/1044931378.las,GR,DPOR,RHOB,CNPOR,,DT
501,g3_4,,21.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674589.las,1046802658,15-063-22329,15063223290000,"Palomino Petroleum, Inc.",RUTH 2,38.75242170,-100.16807920,data/las/1051674589.las,GR,DPOR,RHOC,NPOR,,DT
502,g3_4,,20.230,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046452100.las,1046106645,15-063-22296,15063222960000,"Pickrell Drilling Company, Inc.",ALBIN 'I' 3,38.80434660,-100.33054720,data/las/1046452100.las,GR,DPOR,RHOB,CNPOR,,
503,g3_4,,20.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2011/1043994743.las,1040612132,15-135-24918,15135249180000,"American Warrior, Inc.",Bateman 4-24,38.47141000,-100.14670000,data/las/1043994743.las,GR,DPOR,RHOB,CNPOR,,
504,g3_5,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046139682.las,1044885283,15-179-21370,15179213700000,"Mull Drilling Company, Inc.",RLL 1-25,39.41921830,-100.17291440,data/las/1046139682.las,GR,DPOR,RHOB,CNPOR,PE,DT
505,g3_5,,23.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052022973.las,1047025287,15-179-21458,15179214580000,"Palomino Petroleum, Inc.",BACHAND 1,39.16753520,-100.53906960,data/las/1052022973.las,GR,DPOR,RHOC,NPOR,PE,
506,g3_5,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051661435.las,1046687221,15-063-22326,15063223260000,"Brito Oil Company, Inc.",WERTH 1-35,38.97025120,-100.17164970,data/las/1051661435.las,GR,DPOR,RHOB,CNPOR,,DT
507,g3_5,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1050378034.las,1046116487,15-179-21425,15179214250000,"Culbreath Oil & Gas Company, Inc.",RIEDEL 2-5,39.21094980,-100.24249580,data/las/1050378034.las,GR,DPOR,RHOB,CNPOR,,DT
508,g3_5,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2018/1046823193.las,1046618073,15-179-21441,15179214410000,"Pioneer Oil Company, Inc.",CLARK UNIT 1-5,39.30634410,-100.46588040,data/las/1046823193.las,GR,DPOR,RHOB,CNPOR,,DT
509,g3_5,,21.250,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053378890.las,1052031860,15-179-21472,15179214720000,"James Production, Inc.",KU ENDOWMENT 17-1,39.44793490,-100.35154370,data/las/1053378890.las,GR,DPOR,RHOB,CNPOR,,DT
510,g3_5,,21.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044096303.las,1041344505,15-179-21243,15179212430000,"IA Operating, Inc.",Jamison Family Trust 29-1,39.33083890,-100.35249160,data/las/1044096303.las,GR,DPOR,RHOB,CNPOR,,DT
511,g3_5,,21.160,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044891159.las,1044136388,15-179-21311,15179213110000,"Castle Resources, Inc.",Melanie 1,39.33365210,-100.51119490,data/las/1044891159.las,GR,DPOR,RHOC,NPOR,,DT
512,g3_5,,21.160,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046102376.las,1044917031,15-179-21376,15179213760000,"Palomino Petroleum, Inc.",Bixenman 1,39.17835590,-100.53387430,data/las/1046102376.las,GR,DPOR,RHOC,NPOR,,DT
513,g3_5,,20.250,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055073729.las,1053396213,15-065-24282,15065242820000,"Satchell Creek Petroleum, LLC",HOBBS A 2-34,39.14239800,-100.09507480,data/las/1055073729.las,GR,DPOR,RHOB,CNPOR,,
514,g3_5,,20.240,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055545173.las,1054548825,15-179-21505,15179215050000,"Castle Resources, Inc.",KENNEDY 1,39.31130350,-100.36414220,data/las/1055545173.las,GR,DPOR,RHOB,CNPOR,,
515,g3_5,,20.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054812996.las,1052329580,15-179-21479,15179214790000,"Haffner, Dan",MARGARET 1-7,39.28898850,-100.37995040,data/las/1054812996.las,GR,DPOR,RHOB,CNPOR,,
516,g3_5,,20.170,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1044966697.las,1044154483,15-195-22808,15195228080000,"Reilly Oil Co., Inc.",Linda 1-7,39.10543740,-100.02222660,data/las/1044966697.las,GR,DPOR,RHOB,CNPOR,,
517,g3_5,,20.170,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044130049.las,1042094947,15-179-21249,15179212490000,"Brinker Enterprises, LLC",Transue Pooled 3-25,39.23770640,-100.18134450,data/las/1044130049.las,GR,DPOR,RHOB,CNPOR,,
518,g3_5,,20.170,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045078878.las,1044590429,15-179-21340,15179213400000,"Brinker Enterprises, LLC",Transue 26-5,39.24459920,-100.18788060,data/las/1045078878.las,GR,DPOR,RHOB,CNPOR,,
519,g3_6,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046103456.las,1044865587,15-039-21205,15039212050000,Blue Ridge Petroleum Corporation,EILER 1-25,39.84755990,-100.52281590,data/las/1046103456.las,GR,DPOR,RHOB,CNPOR,PE,DT
520,g3_6,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046110961.las,1044886997,15-039-21208,15039212080000,Blue Ridge Petroleum Corp.,Sauvage-Smith 5-11,39.81005330,-100.54850380,data/las/1046110961.las,GR,DPOR,RHOB,CNPOR,PE,DT
521,g3_6,,24.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046139829.las,1044923633,15-039-21214,15039212140000,Blue Ridge Petroleum Corporation,Helmkamp Farms 1-16,39.87273840,-100.68579060,data/las/1046139829.las,GR,DPOR,RHOB,CNPOR,PE,DT
522,g3_6,,23.250,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055044271.las,1053578686,15-179-21502,15179215020000,"Landmark Resources, Inc.",GODFREY 3-32,39.49247560,-100.47388070,data/las/1055044271.las,GR,DPOR,RHOB,CNPOR,PE,
523,g3_6,,21.270,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054514331.las,1052159662,15-179-21476,15179214760000,"Murfin Drilling Co., Inc.",SCHROEDER 35 3-35,39.48942450,-100.40886900,data/las/1054514331.las,GR,DPOR,RHOB,CNPOR,,DT
524,g3_6,,21.270,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054311116.las,1052097265,15-039-21275,15039212750000,"Black Oak Exploration, LLC",JUENEMANN 1-28,39.59477630,-100.70104980,data/las/1054311116.las,GR,DPOR,RHOB,CNPOR,,DT
525,g3_6,,21.270,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055799692.las,1052656874,15-039-21286,15039212860000,"Black Oak Exploration, LLC",DANA 1-22,39.59814060,-100.66695280,data/las/1055799692.las,GR,DPOR,RHOB,CNPOR,,DT
526,g3_6,,21.270,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053428708.las,1053345193,15-039-21296,15039212960000,BEREXCO LLC,MINES A 5,39.88074810,-100.64019520,data/las/1053428708.las,GR,DPOR,RHOB,CNPOR,,DT
527,g3_6,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046113953.las,1045059289,15-065-24111,15065241110000,"Shoestring Resources, LLC",Brooks 13-6-25 B-1,39.52637040,-100.06502760,data/las/1046113953.las,GR,DPOR,RHOB,CNPOR,,DT
528,g3_6,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2022/1052169949.las,1051310781,15-039-21267,15039212670000,"Suemaur Exploration & Production, LLC",FORTIN/LONG 1-28,39.85469000,-100.35286170,data/las/1052169949.las,GR,DPOR,RHOB,CNPOR,,DT
529,g3_6,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2018/1046823188.las,1046618072,15-179-21440,15179214400000,"Pioneer Oil Company, Inc.",FICKEN 1-27,39.49942660,-100.20108560,data/las/1046823188.las,GR,DPOR,RHOB,CNPOR,,DT
530,g3_6,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1047191381.las,1046135493,15-039-21237,15039212370000,"Murfin Drilling Co., Inc.",EUHUS 1-24,39.87098170,-100.63098420,data/las/1047191381.las,GR,DPOR,RHOB,CNPOR,,DT
531,g3_6,,21.260,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1051308409.las,1050370334,15-179-21462,15179214620000,"James Production, Inc.",BEST 1-1,39.47980330,-100.50147010,data/las/1051308409.las,GR,DPOR,RHOB,CNPOR,,DT
532,g3_6,,21.250,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055123562.las,1052619326,15-039-21284,15039212840000,"Black Oak Exploration, LLC",WESSEL 1-26,39.59109830,-100.65516160,data/las/1055123562.las,GR,DPOR,RHOB,CNPOR,,DT
533,g3_6,,21.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2018/1046846192.las,1045639011,15-065-24118,15065241180000,"IA Operating, Inc.",SPRING CREEK 18-1,39.53247870,-100.14468230,data/las/1046846192.las,GR,DPOR,RHOB,CNPOR,,DT
534,g3_7,,21.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044096161.las,1038702538,15-039-21075,15039210750000,"Great Plains Energy, Inc.",Hanchera 1,39.98671970,-100.34814250,data/las/1044096161.las,GR,DPOR,RHOB,CNPOR,,DT
535,g3_7,,17.240,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045018953.las,1044243856,15-137-20643,15137206430000,"Great Plains Energy, Inc.",Kasson Trust 1-1,39.99528080,-100.08533290,data/las/1045018953.las,GR,DPOR,RHOB,,,DT
536,g3_7,,16.160,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044818835.las,1044077249,15-039-21147,15039211470000,Meridian Energy Inc.,Helm 1,39.99782990,-100.21032490,data/las/1044818835.las,GR,DPOR,RHOB,,,
537,g4_1,,24.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044859864.las,1044076137,15-025-21539,15025215390000,"Coral Coast Petroleum, L.C.",Stephens 4,37.25795400,-99.58350840,data/las/1044859864.las,GR,DPOR,RHOB,CNPOR,PE,DT
538,g4_1,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044956417.las,1044143368,15-025-21545,15025215450000,"Coral Coast Petroleum, L.C.",Harden 1,37.25487240,-99.60605550,data/las/1044956417.las,GR,DPOR,RHOB,CNPOR,PE,DT
539,g4_1,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2010/1043562539.las,1040861060,15-033-21561,15033215610000,"Coral Coast Petroleum, L.C.",Filson 1,37.11592090,-99.51721910,data/las/1043562539.las,GR,DPOR,RHOB,CNPOR,PE,DT
540,g4_1,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044816578.las,1044110715,15-025-21543,15025215430000,"Coral Coast Petroleum, L.C.",Stephens 5,37.26150470,-99.57607500,data/las/1044816578.las,GR,DPOR,RHOB,CNPOR,PE,DT
541,g4_1,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044596580.las,1044226525,15-025-21558,15025215580000,"Coral Coast Petroleum, L.C.",Stephens 8,37.25947020,-99.57452250,data/las/1044596580.las,GR,DPOR,RHOB,CNPOR,PE,DT
542,g4_1,,24.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2025/1055929196.las,1052845122,15-097-21867,15097218670000,McCoy Petroleum Corporation,BROWN 'A' 1-15,37.42695390,-99.38958740,data/las/1055929196.las,GR,DPOR,RHOB,CNPOR,PE,DT
543,g4_1,,20.140,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/33S19W/1028645872.las,1021121534,15-033-21199,15033211990000,,Brass 2-2,37.19680960,-99.34740100,data/las/1028645872.las,GR,DPOR,RHOB,CNPOR,,
544,g4_1,,20.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/34S24W/1043685694.las,1006032293,15-025-20764,15025207640000,Petro-Lewis Corp.,Shutts 1-26,37.06140610,-99.90394030,data/las/1043685694.las,GR,DPHI,,NPHI,PE,DT
545,g4_1,,20.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/34S18W/1006347558.las,1006034566,15-033-20820,15033208200000,Source Petroleum,Stark 'A' 1,37.07860700,-99.31786090,data/las/1006347558.las,GR,DPHI,,NPHI,PE,DT
546,g4_1,,20.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/34S20W/1042553267.las,1006034688,15-033-20889,15033208890000,CODY ENERGY INC,SELZER 'A' 9-16,37.08258640,-99.49829890,data/las/1042553267.las,GR,DPHI,,NPHI,PE,DT
547,g4_1,,20.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/33S20W/1043803722.las,1006034671,15-033-20878,15033208780000,Charter Production Co.,Forster 1,37.15762810,-99.53633460,data/las/1043803722.las,GR,DPHI,,NPHI,PE,DT
548,g4_1,,20.070,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/33S19W/1043685615.las,1008430045,15-033-21061,15033210610000,"Samuel Gary Jr. and Assoc., Inc.",Selzer 26-13,37.13647290,-99.35805870,data/las/1043685615.las,GR,DPHI,,NPHI,PE,DT
549,g4_1,,19.060,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/31S22W/1042553266.las,1006032951,15-025-21115,15025211150000,"DLB Oil and Gas, Inc.",Young Bros. 8-14,37.35182110,-99.73556480,data/las/1042553266.las,GR,,RHOB,NPHI,PE,
550,g4_1,,19.050,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/32S20W/1043018535.las,1026517863,15-033-21332,15033213320000,"Palmer Petroleum, Inc.",Herd 1,37.21864070,-99.50495430,data/las/1043018535.las,GR,,RHOB,NPHI,PE,
551,g4_1,,19.050,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/32S19W/1028647225.las,1023159888,15-033-21244,15033212440000,OIL PRODUCERS INC. OF KS.,Rich 'C' 4,37.24107350,-99.37531500,data/las/1028647225.las,GR,DPHI,,NPHI,PE,
552,g4_2,,24.380,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045387130.las,1044627503,15-097-21771,15097217710000,"Herman L. Loeb, LLC",Randel 1-20,37.68482210,-99.31789460,data/las/1045387130.las,GR,DPHI,RHOB,NPHI,PE,DT
553,g4_2,,24.330,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1050385005.las,1050379738,15-025-21610,15025216100000,BEREXCO LLC,WILHELMINA 1-10,37.44146570,-99.70621590,data/las/1050385005.las,GR,DPHI,RHOB,NPHI,PE,DT
554,g4_2,,24.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055235107.las,1052452447,15-057-21068,15057210680000,Vincent Oil Corporation,PERKINS 5-3,37.55406780,-99.82801700,data/las/1055235107.las,GR,DPOR,RHOB,CNPOR,PE,DT
555,g4_2,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053379025.las,1051793145,15-057-21049,15057210490000,Vincent Oil Corp.,KEOUGH 14-34,37.55864200,-99.82681730,data/las/1053379025.las,GR,DPOR,RHOB,CNPOR,PE,DT
556,g4_2,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044130141.las,1041870055,15-057-20666,15057206660000,Vincent Oil Corp.,Steele Trust 1-21,37.68078940,-99.84629770,data/las/1044130141.las,GR,DPOR,RHOB,CNPOR,PE,DT
557,g4_2,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2011/1044043614.las,1040854675,15-057-20639,15057206390000,Vincent Oil Corp.,Feikert Farms 1-8,37.53391730,-99.74635380,data/las/1044043614.las,GR,DPOR,RHOB,CNPOR,PE,DT
558,g4_2,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044165572.las,1042134892,15-057-20668,15057206680000,Vincent Oil Corp.,Durler 1-12,37.79494060,-99.90039320,data/las/1044165572.las,GR,DPOR,RHOB,CNPOR,PE,DT
559,g4_2,,24.190,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044130239.las,1041467020,15-057-20662,15057206620000,Vincent Oil Corp.,Malone 1-29,37.58517730,-99.85871580,data/las/1044130239.las,GR,DPOR,RHOB,CNPOR,PE,DT
560,g4_2,,24.180,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044096183.las,1038578433,15-025-21469,15025214690000,"Berexco, Inc.",Guinn 1-4,37.45769810,-99.62264200,data/las/1044096183.las,GR,DPOR,RHOB,CNPOR,PE,DT
561,g4_2,,24.180,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2011/1043960147.las,1039407535,15-025-21478,15025214780000,Thoroughbred Associates L.L.C.,Baldwin 1-3,37.45544610,-99.70845350,data/las/1043960147.las,GR,DPOR,RHOB,CNPOR,PE,DT
562,g4_2,,23.300,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1051725791.las,1046847762,15-097-21844,15097218440000,"HERMAN L. LOEB, LLC",METZBURK 1-21,37.68804570,-99.29698480,data/las/1051725791.las,GR,DPHI,RHOB,NPHI,PE,
563,g4_2,,23.180,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055545183.las,1054813147,15-097-21874,15097218740000,"Herman L. Loeb, LLC",RUDD 1-21,37.59939360,-99.51243270,data/las/1055545183.las,GR,DPOR,RHOB,CNPOR,PE,
564,g4_2,,23.130,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045662432.las,1044895028,15-057-20940,15057209400000,Deutsch Oil Company,Waneta 1-35,37.47685480,-99.91917830,data/las/1045662432.las,GR,DPOR,RHOB,CNPOR,PE,
565,g4_2,,21.270,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052037098.las,1046946788,15-057-21005,15057210050000,"Ritchie Exploration, Inc.",KSR- SCHNEWEIS 1,37.70923750,-99.89716920,data/las/1052037098.las,GR,DPOR,RHOB,CNPOR,,DT
566,g4_2,,21.270,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1054692929.las,1052282729,15-057-21064,15057210640000,"Ritchie Exploration, Inc.",FISCHER 10A 1,37.80284980,-99.92972930,data/las/1054692929.las,GR,DPOR,RHOB,CNPOR,,DT
567,g4_3,,24.210,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045027216.las,1044223360,15-135-25538,15135255380000,"Mull Drilling Co., Inc.",Franklin 1-11,38.32799690,-99.83035760,data/las/1045027216.las,GR,DPOR,RHOB,CNPOR,PE,DT
568,g4_3,,23.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053376037.las,1051963063,15-083-21983,15083219830000,Triple Crown Operating LLC,FOREMAN FARM 1-5,38.24852380,-99.65454060,data/las/1053376037.las,GR,DPOR,RHOC,NPOR,PE,
569,g4_3,,23.150,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052023015.las,1046997013,15-135-26055,15135260550000,"Palomino Petroleum, Inc.",KUEHN 1,38.30030410,-99.75799760,data/las/1052023015.las,GR,DPOR,RHOB,CNPOR,PE,
570,g4_3,,21.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1050377007.las,1046955329,15-145-21844,15145218440000,"Bear Petroleum, LLC",RYAN A 1,38.13756580,-99.51354060,data/las/1050377007.las,GR,DPOR,RHOB,CNPOR,,DT
571,g4_3,,20.220,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2023/1053376082.las,1051975199,15-083-21985,15083219850000,"American Warrior, Inc.",HUBIN B 1-15,38.05686080,-99.84002910,data/las/1053376082.las,GR,DPOR,RHOB,CNPOR,,
572,g4_3,,20.200,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2011/1044027219.las,1042805111,15-083-21671,15083216710000,"Norstar Petroleum, Inc.",Maxwell 1-8,38.15209370,-99.87628240,data/las/1044027219.las,GR,DPOR,RHOB,CNPOR,,
573,g4_3,,20.170,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051582079.las,1046529387,15-135-25982,15135259820000,"Pickrell Drilling Company, Inc.",FOOS 3,38.35566450,-99.69084050,data/las/1051582079.las,GR,DPOR,RHOB,CNPOR,,
574,g4_3,,20.140,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1051769297.las,1051706079,15-145-21863,15145218630000,"L. D. Drilling, Inc.",VANDENBERG 1-8,38.32496960,-99.55775180,data/las/1051769297.las,GR,DPOR,RHOB,CNPOR,,
575,g4_3,,20.130,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2018/1046922141.las,1046803662,15-135-26007,15135260070000,Triple Crown Operating LLC,LANE TRUST 2-3,38.34665020,-99.96733520,data/las/1046922141.las,GR,DPOR,RHOB,CNPOR,,
576,g4_3,,20.130,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045018505.las,1044923098,15-135-25825,15135258250000,Triple Crown Operating LLC,Cranston 1,38.45143280,-99.97300470,data/las/1045018505.las,GR,DPOR,RHOC,NPOR,,
577,g4_3,,20.130,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046113646.las,1045091982,15-135-25895,15135258950000,"Palomino Petroleum, Inc.",Gwen 1,38.29203340,-99.62336060,data/las/1046113646.las,GR,DPOR,RHOC,NPOR,,
578,g4_3,,20.120,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044818056.las,1044084388,15-135-25379,15135253790000,"Palomino Petroleum, Inc.",Slover 'J' 1,38.46260420,-99.65717200,data/las/1044818056.las,GR,DPOR,RHOB,CNPOR,,
579,g4_3,,20.110,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/19S22W/1006347309.las,1006103299,15-135-23400,15135234000000,"Mid-Continent Resources, Inc.",GILLIG 1-23,38.37990400,-99.72050000,data/las/1006347309.las,GR,DPHI,,NPHI,PE,DT
