src_rep_id,dst_rep_id,dtw_cost,dtw_steps,dtw_cost_per_step,dtw_status,dtw_error,dist_km,source,sim
413,414,294.3042332957995,80,3.678802916197494,OK,,18.418578639754422,quadrant,4.06691198799465e-07
415,425,267.1934829125094,80,3.3399185364063677,OK,,10.376147205579453,quadrant,1.5774922653875018e-06
415,424,270.67632741416526,80,3.3834540926770655,OK,,23.013293040031254,quadrant,1.3253733419465566e-06
415,419,279.25090944115095,80,3.490636368014387,OK,,8.570859609721884,quadrant,8.632638368160387e-07
416,444,267.53232632084354,80,3.3441540790105444,OK,,9.651252233531608,quadrant,1.5509912488603427e-06
416,417,291.62706138179914,80,3.645338267272489,OK,,5.397447829165837,quadrant,4.649420470667666e-07
416,436,279.70854348385967,80,3.496356793548246,OK,,9.508795462415318,quadrant,8.437351674835173e-07
416,418,284.44653239873213,80,3.5555816549841515,OK,,8.201559318410222,quadrant,6.657666388421404e-07
416,441,294.92281372836874,80,3.6865351716046093,OK,,13.883590805482038,quadrant,3.9430516916666685e-07
416,428,300.8914784088273,80,3.7611434801103414,OK,,9.377997670127193,quadrant,2.9256647812947763e-07
417,418,301.3574017496373,80,3.766967521870466,OK,,4.474722746328343,quadrant,2.8582957724863637e-07
417,426,302.06816075067246,80,3.7758520093834056,OK,,16.418046285700978,quadrant,2.758501543917294e-07
417,428,320.37201285890046,80,4.004650160736256,OK,,8.816014667224737,quadrant,1.1046129565129968e-07
418,426,274.6039939156746,80,3.4325499239459325,OK,,11.963441094942915,quadrant,1.0890555602694471e-06
418,422,276.40467673897416,80,3.455058459237177,OK,,12.936023785690962,quadrant,9.952878581562418e-07
419,425,276.5177639659779,80,3.4564720495747236,OK,,11.839509310316764,quadrant,9.896760215863778e-07
419,427,283.62616229752047,80,3.5453270287190057,OK,,7.894840808596077,quadrant,6.93643210270486e-07
420,421,265.0444424858982,80,3.313055531073727,OK,,17.1841936511421,quadrant,1.7564389467820658e-06
420,423,289.3407201685759,80,3.616759002107199,OK,,11.267722550848875,quadrant,5.212500288796508e-07
420,429,293.2866214519938,80,3.6660827681499226,OK,,22.050167961691777,quadrant,4.2791935902926487e-07
420,433,300.94863466278207,80,3.7618579332847757,OK,,19.610140101263163,quadrant,2.917315715049534e-07
420,442,304.8294513550055,80,3.810368141937569,OK,,21.009336988567213,quadrant,2.402772029682619e-07
420,521,301.191486364574,80,3.7648935795571754,OK,,18.896387905535512,quadrant,2.882106160864107e-07
421,524,265.21148892212267,80,3.3151436115265334,OK,,9.789189093249222,quadrant,1.7418296989562895e-06
421,525,265.44080586488883,80,3.31801007331111,OK,,11.468263329906529,quadrant,1.7219722049303394e-06
421,423,285.0811124786832,80,3.56351390598354,OK,,9.582816623670935,quadrant,6.449741335783026e-07
421,530,294.4494151348343,80,3.6806176891854285,OK,,25.523472845228167,quadrant,4.0374967928851403e-07
421,521,300.19600641873797,80,3.7524500802342247,OK,,23.94482190536478,quadrant,3.029190221042962e-07
422,427,274.77506475012405,80,3.4346883093765506,OK,,21.461098806510943,quadrant,1.0797800040773192e-06
422,429,276.30507843305077,80,3.4538134804131344,OK,,23.741756191829637,quadrant,1.000256669245652e-06
422,426,281.40645480276964,80,3.5175806850346207,OK,,7.769158673946949,quadrant,7.750620547615507e-07
422,425,283.58750241979493,80,3.5448437802474366,OK,,16.137417090629487,quadrant,6.949853150774953e-07
422,423,285.76627106803693,80,3.5720783883504614,OK,,34.39536499358405,quadrant,6.232528427375479e-07
422,428,291.7883757402962,80,3.6473546967537027,OK,,23.774808098734994,quadrant,4.612070386744347e-07
423,424,270.6455274534209,80,3.3830690931677614,OK,,24.73733460117609,quadrant,1.3274159867225127e-06
423,429,289.75040675694123,80,3.6218800844617656,OK,,28.575790756936517,quadrant,5.106811889395955e-07
423,524,292.6870884992798,80,3.658588606240998,OK,,18.357053336965116,quadrant,4.4094114653966884e-07
424,425,269.8525763564285,80,3.3731572044553557,OK,,30.662409092223818,quadrant,1.3811020123209366e-06
424,525,283.92666654582274,80,3.5490833318227843,OK,,21.96996586148844,quadrant,6.832989804273349e-07
424,524,286.7404043420015,80,3.584255054275019,OK,,19.566308620237184,quadrant,5.936237017299208e-07
424,511,288.4569416582083,80,3.6057117707276034,OK,,33.75889635099709,quadrant,5.447999995645386e-07
425,427,268.298012564349,80,3.3537251570543622,OK,,9.85666403864163,quadrant,1.4927348834478925e-06
428,429,271.86421768814205,80,3.398302721101776,OK,,1.9854552686094005,quadrant,1.248945597759573e-06
428,441,282.49211979280545,80,3.531151497410068,OK,,15.015113823498531,quadrant,7.341107092679548e-07
429,438,263.6080467690379,80,3.2951005846129737,OK,,15.32929379120992,quadrant,1.8872263651250286e-06
429,433,279.03545705631274,80,3.487943213203909,OK,,17.680912732979404,quadrant,8.726137203827134e-07
430,441,262.7818617682456,80,3.2847732721030702,OK,,4.223665738459155,quadrant,1.966818906932089e-06
430,434,272.3099022753645,80,3.403873778442056,OK,,2.813095944933974,quadrant,1.2214216218894899e-06
430,435,285.25056069328446,80,3.565632008666056,OK,,3.6379578504027874,quadrant+radius,6.395327312554807e-07
430,437,287.9143897682993,80,3.5989298721037413,OK,,3.7268021672628517,radius,5.597813989668065e-07
431,432,260.2228293315351,80,3.2527853666441886,OK,,3.8899268779484295,quadrant,2.235285792795461e-06
431,436,275.6328502191041,80,3.4454106277388012,OK,,9.267466154263287,quadrant,1.0344480992013754e-06
432,434,270.91789602678364,80,3.3864737003347956,OK,,9.647892175965431,quadrant,1.309461202262825e-06
432,436,276.1168197735253,80,3.4514602471690665,OK,,8.854927964848079,quadrant,1.0097164706231266e-06
433,439,269.70213480493436,80,3.3712766850616793,OK,,3.2637167033460956,quadrant,1.3915299394655945e-06
433,442,273.6225770836087,80,3.4202822135451085,OK,,6.4011362067033355,quadrant,1.1438293403158167e-06
433,440,275.4826093637891,80,3.4435326170473637,OK,,4.729306061654672,quadrant+radius,1.0422481781444755e-06
434,444,257.91865119758864,80,3.223983139969858,OK,,2.9125457074293974,radius,2.508231687988894e-06
434,435,260.7116878033196,80,3.258896097541495,OK,,1.794718641514026,quadrant,2.181311208543548e-06
434,437,262.39676555059236,80,3.2799595693824046,OK,,2.119039489501036,quadrant+radius,2.005056581248975e-06
434,436,262.85469687656916,80,3.2856837109571146,OK,,4.069955953843246,quadrant+radius,1.959669260059517e-06
435,437,241.6759144634149,80,3.0209489307926862,OK,,0.3638709822268834,quadrant,5.650334996369573e-06
435,444,259.9533996088752,80,3.24941749511094,OK,,1.5329917827469546,quadrant,2.265602159125193e-06
435,436,273.6906374393059,80,3.4211329679913236,OK,,3.178621715455,quadrant+radius,1.1399434842964705e-06
436,444,260.095218807322,80,3.251190235091525,OK,,1.7494012713581455,quadrant,2.2495936897997853e-06
436,437,273.48903392828214,80,3.4186129241035266,OK,,3.2796345154368662,radius,1.1514924246191253e-06
437,444,255.82196840097174,80,3.197774605012147,OK,,1.5602957596723352,quadrant+radius,2.785457514309642e-06
437,441,293.8303741344003,80,3.6728796766800036,OK,,6.268043366759421,quadrant,4.1644197252263965e-07
438,440,259.99665313458775,80,3.2499581641823467,OK,,1.8644482850266018,quadrant,2.2607076895473197e-06
438,439,261.9082860881927,80,3.273853576102409,OK,,2.924318841974976,quadrant+radius,2.0546309666603876e-06
438,441,272.8850063752355,80,3.4110625796904435,OK,,17.263430483820184,quadrant,1.186799560608709e-06
438,443,271.51561554288196,80,3.3939451942860246,OK,,2.3957845164493694,quadrant+radius,1.2709056808267652e-06
439,440,264.45834833341985,80,3.305729354167748,OK,,1.6364263184637085,quadrant,1.8086724828500057e-06
439,443,280.8891685879518,80,3.5111146073493975,OK,,3.5296935298568957,radius,7.953699939222152e-07
439,442,282.00249207157094,80,3.5250311508946366,OK,,7.9950897380105115,quadrant,7.523045535364914e-07
440,443,269.72276841481835,80,3.3715346051852295,OK,,1.9121780059105746,quadrant,1.3900950654629806e-06
441,443,280.49444441838585,80,3.506180555229823,OK,,16.637071719022767,quadrant,8.112235115046079e-07
441,444,287.44890511868465,80,3.593111313983558,OK,,7.796348554496475,quadrant,5.72962678457928e-07
442,521,282.9255239502084,80,3.536569049377605,OK,,21.189199851135875,quadrant,7.18373507655133e-07
445,457,272.5749409738043,80,3.407186762172554,OK,,9.202533240264165,quadrant,1.2053421990894905e-06
445,451,283.7783850018207,80,3.547229812522759,OK,,24.634857179295754,quadrant,6.883838382911036e-07
445,450,293.0242902764331,80,3.6628036284554133,OK,,3.763736270602407,quadrant,4.335691604292819e-07
445,448,294.77714285599234,80,3.6847142856999042,OK,,10.298553319677234,quadrant,3.9718759245057317e-07
445,452,296.5992170202723,80,3.7074902127534037,OK,,12.654503926306997,quadrant,3.6260169973211154e-07
446,466,282.752665274102,80,3.5344083159262754,OK,,5.580674339117098,quadrant,7.246092711571403e-07
446,458,291.8225793328732,80,3.647782241660915,OK,,16.53235599341373,quadrant,4.604189658573245e-07
446,464,296.8416319595669,80,3.710520399494586,OK,,19.914977147147756,quadrant,3.5823322435485397e-07
446,469,302.9256672462983,80,3.7865708405787286,OK,,30.377381912554537,quadrant,2.6427295107772854e-07
447,452,274.7684254018713,80,3.434605317523391,OK,,18.989358085408046,quadrant,1.0801385153552292e-06
447,451,291.77620274604215,80,3.647202534325527,OK,,1.6728167867459716,quadrant,4.614878376514602e-07
447,449,296.6662986385329,80,3.7083287329816614,OK,,4.172164293471125,quadrant,3.613875416225366e-07
447,544,300.6133947222343,80,3.757667434027929,OK,,25.195966436786183,quadrant,2.966627883024154e-07
448,452,273.41276973476926,80,3.417659621684616,OK,,13.607585373298383,quadrant,1.1558916890022195e-06
448,457,287.0705584171563,80,3.5883819802144536,OK,,12.995832283195394,quadrant,5.839047767881361e-07
449,452,293.6888483665289,80,3.671110604581611,OK,,20.440840949294806,quadrant,4.193992870844165e-07
449,544,295.3887553346065,80,3.6923594416825813,OK,,22.46589525159047,quadrant,3.8522518916407725e-07
450,456,274.7455661500503,80,3.434319576875629,OK,,5.337913679128019,quadrant,1.081373779067062e-06
450,451,286.469582490389,80,3.580869781129862,OK,,26.748533312567076,quadrant,6.017166854930804e-07
450,457,292.318353169414,80,3.6539794146176754,OK,,6.3977983176231055,quadrant,4.491460792971542e-07
451,453,274.6362504710159,80,3.432953130887699,OK,,28.38924432432265,quadrant,1.0873005168937488e-06
451,452,285.1668795933559,80,3.5645859949169485,OK,,19.323073727599024,quadrant,6.422141771217052e-07
451,458,294.7400900171172,80,3.684251125213965,OK,,18.192714948531847,quadrant,3.979241208949667e-07
451,454,274.6362504710159,80,3.432953130887699,OK,,28.38924432432265,quadrant,1.0873005168937488e-06
451,455,278.36042090167336,80,3.479505261270917,OK,,29.241560854310762,quadrant,9.025686843577393e-07
451,456,283.1845995444271,80,3.5398074943053386,OK,,27.94769281795817,quadrant,7.091278677628414e-07
451,544,294.74940200358435,80,3.6843675250448045,OK,,25.841676756710353,quadrant,3.977388908183758e-07
453,455,272.09231072865674,80,3.401153884108209,OK,,1.4646143346849883,quadrant,1.2347827226579756e-06
453,457,274.84694609116406,80,3.435586826139551,OK,,7.874734960109944,quadrant,1.0759061679246595e-06
453,456,280.60902110744826,80,3.5076127638431034,OK,,0.6217622172854073,quadrant,8.065894329112923e-07
454,455,272.09231072865674,80,3.401153884108209,OK,,1.4646143346849883,quadrant+radius,1.2347827226579756e-06
454,457,274.84694609116406,80,3.435586826139551,OK,,7.874734960109944,quadrant,1.0759061679246595e-06
454,456,280.60902110744826,80,3.5076127638431034,OK,,0.6217622172854073,quadrant+radius,8.065894329112923e-07
455,457,281.5029320255914,80,3.5187866503198926,OK,,8.587050851300393,quadrant,7.713322662571363e-07
455,456,288.40453244433326,80,3.605056655554166,OK,,2.077901835990774,radius,5.462294987044979e-07
455,469,297.96861839090326,80,3.7246077298862907,OK,,26.05542461826942,quadrant,3.386052306323699e-07
456,457,285.8905533587069,80,3.573631916983836,OK,,7.755940738568873,quadrant,6.193918868248699e-07
456,458,295.87793534772385,80,3.698474191846548,OK,,29.733646209786173,quadrant,3.7591726134468233e-07
458,544,286.1921398839854,80,3.5774017485498177,OK,,32.3564569974947,quadrant,6.101219423905245e-07
458,549,298.59562982550585,80,3.732445372818823,OK,,38.64401629634482,quadrant,3.281544381771801e-07
458,461,295.873310795429,80,3.6984163849428624,OK,,23.891818653923085,quadrant,3.760041938465738e-07
458,462,296.3126292966286,80,3.7039078662078575,OK,,23.49074084813021,quadrant,3.6783496470952825e-07
458,564,299.4032853048094,80,3.7425410663101175,OK,,31.417120792792797,quadrant,3.151666579288407e-07
458,466,301.3774444434607,80,3.767218055543259,OK,,20.064932520791956,quadrant,2.855432809911783e-07
459,464,276.8277654234665,80,3.460347067793331,OK,,17.206576154993297,quadrant,9.74454245205597e-07
459,465,289.735255030219,80,3.621690687877737,OK,,13.961949477858292,quadrant,5.110682206168908e-07
459,559,279.17344153598884,80,3.4896680191998604,OK,,17.339666159406754,quadrant,8.666140830933806e-07
459,565,289.31874813226983,80,3.616484351653373,OK,,9.649882499677517,quadrant,5.218229897779199e-07
459,555,290.9692105606907,80,3.637115132008634,OK,,21.407237332886336,quadrant,4.804894677964151e-07
459,566,298.50970287058976,80,3.731371285882372,OK,,14.127360484586285,quadrant,3.295673367363441e-07
460,558,264.76627641681745,80,3.309578455210218,OK,,4.65099891638798,radius,1.781038706565677e-06
460,464,274.9519875067822,80,3.4368998438347775,OK,,30.13449816468568,quadrant,1.070270245663637e-06
460,468,275.33923546499096,80,3.441740443312387,OK,,34.93249820709757,quadrant,1.0497465821587192e-06
460,475,281.6594226060908,80,3.520742782576135,OK,,41.28411209999026,quadrant,7.65320504824425e-07
460,565,287.6090934027055,80,3.595113667533819,OK,,12.168582906770482,quadrant,5.683919120598706e-07
460,566,289.6454817422743,80,3.6205685217784285,OK,,1.9369849319279864,quadrant,5.133673905841937e-07
460,571,297.62714798878727,80,3.7203393498598407,OK,,29.02298179115542,quadrant,3.4443604849645013e-07
461,462,250.2132818641766,80,3.1276660233022073,OK,,0.5706427312802383,quadrant,3.6871229469210253e-06
461,554,292.7404175678877,80,3.659255219598596,OK,,21.635186189262544,quadrant,4.3976696365456824e-07
461,465,298.6364541306987,80,3.732955676633734,OK,,15.488587496427668,quadrant,3.274852875030747e-07
461,564,302.8058863652572,80,3.785073579565715,OK,,11.209763602828216,quadrant,2.6586044245630394e-07
462,466,292.5919911045027,80,3.657399888806284,OK,,4.782011487321984,quadrant,4.430427567357588e-07
462,465,293.8206001073268,80,3.672757501341585,OK,,15.495722513574089,quadrant,4.166455380156529e-07
462,464,298.83021451094356,80,3.7353776813867947,OK,,17.79676943206947,quadrant,3.243279228113099e-07
463,470,294.8320621327149,80,3.6854007766589363,OK,,8.893284522399783,quadrant,3.9609842577608336e-07
463,471,295.1897159852881,80,3.6898714498161014,OK,,10.548761388133373,quadrant,3.8907807782534054e-07
463,472,299.7369526187285,80,3.746711907734106,OK,,17.9884687822835,quadrant,3.0995223532470553e-07
463,473,300.8617410176252,80,3.760771762720315,OK,,2.1348948117253164,quadrant,2.930018098806784e-07
464,472,276.85642810308065,80,3.460705351288508,OK,,18.498920444518298,quadrant,9.730587219389071e-07
464,465,291.7112377463149,80,3.646390471828936,OK,,4.7353990709940765,quadrant,4.629893027606496e-07
464,467,299.8476523462573,80,3.7480956543282162,OK,,18.823380646190362,quadrant,3.0824139303700193e-07
465,466,287.969083038362,80,3.5996135379795247,OK,,16.810200179875586,quadrant,5.582526764288821e-07
465,564,296.2610972007391,80,3.7032637150092382,OK,,21.01198389156855,quadrant,3.6878395210088765e-07
467,472,296.1518597373687,80,3.7018982467171084,OK,,3.425848879723446,quadrant,3.708037140946325e-07
467,469,310.4127627892821,80,3.8801595348660265,OK,,27.75948746985819,quadrant,1.8174919686100644e-07
467,471,311.01626076593516,80,3.8877032595741894,OK,,24.311773244821374,quadrant,1.7634685076410463e-07
467,470,311.3803888851428,80,3.892254861064285,OK,,21.111426905998563,quadrant,1.7316525896905576e-07
468,472,275.5745196651115,80,3.4446814958138936,OK,,20.484537992553022,quadrant,1.0374694995937917e-06
468,482,285.00517379200596,80,3.5625646724000744,OK,,37.0293870572449,quadrant,6.474277131029973e-07
468,486,302.2478363358608,80,3.7780979541982602,OK,,22.742318516634818,quadrant,2.7338307593292697e-07
469,471,283.0001509002917,80,3.5375018862536463,OK,,14.855404686492074,quadrant,7.156980011867234e-07
470,473,298.154763604996,80,3.72693454506245,OK,,6.935745837625871,quadrant,3.35468363937235e-07
470,486,302.0372926597025,80,3.7754661582462807,OK,,30.875597470849208,quadrant,2.762762314948115e-07
471,473,299.3568645427561,80,3.7419608067844514,OK,,10.319272887511236,quadrant,3.1589902134349474e-07
474,483,281.80151913423197,80,3.5225189891778994,OK,,10.167284028462522,quadrant,7.599023059649393e-07
474,503,283.9762581721802,80,3.5497032271522526,OK,,11.10909987362431,quadrant,6.816067838774354e-07
474,487,286.55905747079635,80,3.5819882183849545,OK,,21.498709406921822,quadrant,5.990307685996073e-07
474,484,284.40451048870113,80,3.555056381108764,OK,,9.14802597978638,quadrant,6.671669487093238e-07
474,479,287.44241851115135,80,3.593030231389392,OK,,5.332918295261454,quadrant,5.731485377975332e-07
474,478,296.9626723766021,80,3.712033404707526,OK,,12.597861043003746,quadrant,3.560717366928547e-07
475,482,279.2806727645444,80,3.4910084095568052,OK,,13.052215894237273,quadrant,8.619801122132643e-07
475,575,286.55661678820667,80,3.5819577098525834,OK,,18.963586049431502,quadrant,5.991038752586508e-07
475,477,292.44554630717903,80,3.655569328839738,OK,,17.426509643183117,quadrant,4.462987280254951e-07
475,572,295.99338083173075,80,3.699917260396634,OK,,11.839638071236863,quadrant,3.7375361442477506e-07
475,571,299.5190239726238,80,3.7439877996577975,OK,,19.9664255848411,quadrant,3.13348076552219e-07
476,482,286.10591716310995,80,3.5763239645388745,OK,,20.65070381001638,quadrant,6.127579390749248e-07
476,484,292.22034806146297,80,3.652754350768287,OK,,8.108842440278343,quadrant,4.513524111764091e-07
476,479,292.77746839843707,80,3.6597183549804635,OK,,3.9798174640317265,quadrant,4.3895303124656074e-07
476,477,298.46097818679186,80,3.7307622273348984,OK,,8.176392917115571,quadrant,3.3037121877482486e-07
477,576,289.85243903491573,80,3.6231554879364465,OK,,13.992674415519108,quadrant,5.080825250144509e-07
477,575,298.09986473451454,80,3.7262483091814316,OK,,5.82799923745821,quadrant,3.3639047063677837e-07
478,482,290.74712553450416,80,3.6343390691813022,OK,,17.605118182492365,quadrant,4.858546767833954e-07
478,485,295.0325332759775,80,3.6879066659497193,OK,,17.95266833933323,quadrant,3.92147942586053e-07
478,488,296.12557263434525,80,3.7015696579293156,OK,,19.028122671462924,quadrant,3.7129140229386674e-07
478,487,297.33921703030825,80,3.716740212878853,OK,,20.11438784262675,quadrant,3.4943060449349605e-07
478,479,308.06705942357564,80,3.8508382427946954,OK,,15.197730079369045,quadrant,2.043660739361586e-07
479,484,265.39447632901704,80,3.317430954112713,OK,,6.9208334957766695,quadrant,1.7259657372589502e-06
479,482,287.98529181865325,80,3.599816147733166,OK,,21.84682689509647,quadrant,5.578004299637621e-07
480,481,270.65781281170257,80,3.383222660146282,OK,,7.257990809654981,quadrant,1.326600848055624e-06
480,490,280.56033599143046,80,3.5070041998928807,OK,,23.400246033278172,quadrant,8.085552696212708e-07
480,488,284.9023139045996,80,3.561278923807495,OK,,13.325841593189372,quadrant,6.507660072423936e-07
480,487,287.75719743574473,80,3.596964967946809,OK,,16.243718104865383,quadrant,5.64198401393064e-07
481,486,293.53714705126714,80,3.669214338140839,OK,,36.91735807855007,quadrant,4.225925535159909e-07
481,485,286.39381194069483,80,3.5799226492586853,OK,,10.001616543628172,quadrant,6.040006293543483e-07
481,488,292.0998712381646,80,3.6512483904770576,OK,,8.975180217540045,quadrant,4.5407949191496187e-07
482,485,288.81913582807226,80,3.610239197850903,OK,,33.22385513766481,quadrant,5.350226302546449e-07
483,484,251.2931709912342,80,3.1411646373904274,OK,,1.6568049964834743,quadrant,3.4933180262012415e-06
483,497,290.64666900443586,80,3.6330833625554484,OK,,12.248305533591703,quadrant,4.883011795667393e-07
483,503,291.86551815576746,80,3.648318976947093,OK,,2.4821974170040186,quadrant,4.59431533794267e-07
483,493,294.0094344621026,80,3.6751179307762825,OK,,11.972249004998769,quadrant,4.127302012870565e-07
484,503,290.22154873574436,80,3.6277693591968045,OK,,4.0388345037382,radius,4.987916134235364e-07
484,493,297.58419690575795,80,3.7198024613219745,OK,,12.350113851210585,quadrant,3.4517653839880065e-07
485,488,270.55828818446537,80,3.381978602305817,OK,,1.9153808111532482,quadrant,1.3332187733074158e-06
485,487,282.1270322131329,80,3.5265879026641613,OK,,13.396597411923086,quadrant,7.476345030657328e-07
486,488,297.3453195505315,80,3.7168164943816437,OK,,35.77088214305486,quadrant,3.493240003916378e-07
487,490,291.665724907587,80,3.6458215613448375,OK,,12.96861389866435,quadrant,4.6404410034973484e-07
487,499,293.02668966946584,80,3.662833620868323,OK,,21.413020712977705,quadrant,4.335171484081383e-07
489,516,272.1259846078424,80,3.40157480759803,OK,,17.200627885291993,quadrant,1.2327054756616387e-06
489,506,284.0468423826512,80,3.5505855297831403,OK,,10.49950695951676,quadrant,6.792054898712977e-07
489,603,277.3517119472444,80,3.4668963993405546,OK,,16.954134677932668,quadrant,9.49257632448997e-07
489,586,292.01556718350986,80,3.6501945897938732,OK,,12.081035562155769,quadrant,4.559975687314601e-07
489,495,296.19948185678396,80,3.7024935232097995,OK,,26.972505813779577,quadrant,3.6992184148974283e-07
489,501,298.93778788210744,80,3.736722348526343,OK,,24.403063753494497,quadrant,3.2258815342608865e-07
490,499,270.0453424535175,80,3.3755667806689686,OK,,14.247011142518879,quadrant,1.3678544745493605e-06
490,498,285.6874934406941,80,3.5710936680086762,OK,,15.473245808632752,quadrant,6.25712602918376e-07
491,492,281.87685183404056,80,3.523460647925507,OK,,5.898357756882116,quadrant,7.570454151601043e-07
491,498,291.38576008101643,80,3.6423220010127055,OK,,27.463607553509,quadrant,4.705855794380037e-07
491,500,298.7660576807944,80,3.73457572100993,OK,,14.728213152125447,quadrant,3.253699858771195e-07
492,500,288.409305596903,80,3.6051163199612875,OK,,17.092661804363384,quadrant,5.460991524224138e-07
492,494,289.6851271568057,80,3.6210640894600714,OK,,27.630245871482035,quadrant,5.123507653799469e-07
493,497,281.5839450667196,80,3.519799313333995,OK,,3.0981275407139086,quadrant,7.682141870170851e-07
493,576,286.1581862251395,80,3.5769773278142436,OK,,3.083111835446852,quadrant,6.111586157271765e-07
493,575,290.47330725579786,80,3.6309163406974734,OK,,14.050837527169465,quadrant,4.925522144382742e-07
494,506,281.0359716384072,80,3.51294964548009,OK,,16.389498072136107,quadrant,7.895532309347444e-07
494,502,293.11050363147,80,3.663881295393375,OK,,11.816400381297573,quadrant,4.317042103092467e-07
494,505,293.92789069602173,80,3.6740986337002717,OK,,33.193261776666226,quadrant,4.144164152064121e-07
494,501,298.50741386584014,80,3.7313426733230015,OK,,23.26054994993087,quadrant,3.296050579548602e-07
494,500,299.36122147529403,80,3.7420152684411754,OK,,16.65684934047036,quadrant,3.1583021130254515e-07
495,496,284.70786971402015,80,3.5588483714252517,OK,,6.074119244122905,quadrant,6.571237462762148e-07
495,501,288.12680696393454,80,3.6015850870491817,OK,,10.32790946680888,quadrant,5.538675001568103e-07
495,587,288.85466882884583,80,3.610683360360573,OK,,11.308024856281524,quadrant,5.340729261736158e-07
495,584,290.5417259176053,80,3.631771573970066,OK,,20.94786580766162,quadrant,4.9087010510136e-07
495,586,290.56330738676877,80,3.6320413423346096,OK,,29.13718023005013,quadrant,4.903407058812263e-07
496,587,278.1804374164883,80,3.4772554677061036,OK,,15.776066373319082,quadrant,9.107277144326619e-07
496,502,287.6788377903738,80,3.5959854723796725,OK,,19.913605026033977,quadrant,5.664132567744439e-07
496,501,291.79498457098066,80,3.6474373071372583,OK,,5.257831130556695,quadrant,4.610546618901766e-07
496,497,294.36694552652557,80,3.6795868190815697,OK,,26.450397084589017,quadrant,4.054179704028256e-07
497,576,282.0967826206795,80,3.5262097827584937,OK,,5.91478451561374,quadrant,7.487661405904459e-07
497,503,286.7560333955558,80,3.5844504174444474,OK,,12.57337435488075,quadrant,5.931599941050297e-07
497,587,288.7063029229832,80,3.60882878653729,OK,,14.188758291411594,quadrant,5.38049568565238e-07
497,584,291.98747865711454,80,3.6498434832139317,OK,,13.536261459828935,quadrant,4.566384336371689e-07
498,502,283.84627546784867,80,3.5480784433481083,OK,,17.0394174399137,quadrant,6.860510648785764e-07
498,499,285.43742152053414,80,3.567967769006677,OK,,11.077401883253536,quadrant,6.335853769465349e-07
498,501,287.64869815380825,80,3.5956087269226034,OK,,22.58597637033696,quadrant,5.67267474743516e-07
498,500,291.8229413145986,80,3.647786766432483,OK,,17.21054913414212,quadrant,4.6041063277015173e-07
499,503,296.4687697027863,80,3.7058596212848287,OK,,19.750722272407156,quadrant,3.6497445024625526e-07
500,502,306.1253185650669,80,3.826566482063336,OK,,12.906645029946016,quadrant,2.2520248001233558e-07
501,502,290.92081134932585,80,3.636510141866573,OK,,15.221099450303912,quadrant,4.816536414209347e-07
502,506,292.10316643456287,80,3.651289580432036,OK,,23.010071407044357,quadrant,4.5400468402248424e-07
503,587,290.71919835066933,80,3.6339899793833665,OK,,21.782977152038796,quadrant,4.865335783120567e-07
504,533,276.499998563317,80,3.456249982041462,OK,,12.824999507608723,quadrant,9.90555511792358e-07
504,518,282.7954038106732,80,3.5349425476334146,OK,,19.45940508137442,quadrant,7.230624874358093e-07
504,529,283.5127799162014,80,3.5439097489525175,OK,,9.240871136933892,quadrant,6.975867237809334e-07
504,605,285.64390444495166,80,3.570548805561896,OK,,14.52863213081541,quadrant,6.270777992656594e-07
504,509,302.5481260429384,80,3.78185157553673,OK,,15.66997128042391,quadrant,2.693090311220644e-07
505,512,274.4513519869754,80,3.4306418998371924,OK,,1.2838542944955356,quadrant,1.097399136316654e-06
505,515,280.36117545223163,80,3.5045146931528954,OK,,19.241455093493418,quadrant,8.166471072966322e-07
506,516,290.1274917731899,80,3.6265936471648734,OK,,19.81193698483037,quadrant,5.011428791180506e-07
506,507,291.6924891469753,80,3.646156114337191,OK,,27.454016618453984,quadrant,4.63423526302731e-07
506,515,293.4899855801639,80,3.6686248197520483,OK,,39.736078674060394,quadrant,4.235902336803509e-07
506,513,299.33108215391627,80,3.7416385269239534,OK,,20.251642893341106,quadrant,3.1630651551151003e-07
507,514,277.44571070720434,80,3.468071383840054,OK,,15.303801238659874,quadrant,9.448066483004253e-07
507,515,291.02373990857245,80,3.6377967488571556,OK,,14.676204905603552,quadrant,4.791812131964436e-07
507,518,294.651535853665,80,3.6831441981708126,OK,,6.010878395688086,quadrant,3.996899191119172e-07
507,513,302.29843260677825,80,3.778730407584728,OK,,14.818383951424778,quadrant,2.726923418068831e-07
508,512,265.50898183305725,80,3.318862272913216,OK,,15.389182900427494,quadrant,1.7161123420387285e-06
508,511,266.6638461977575,80,3.3332980774719685,OK,,4.9411936935862695,quadrant,1.6198252095382312e-06
508,515,273.520766555734,80,3.419009581946675,OK,,7.641975320158347,quadrant,1.1496668792296838e-06
508,510,281.60550357088175,80,3.520068794636022,OK,,10.127336457926184,quadrant,7.673865557221282e-07
508,514,289.02795440147554,80,3.612849430018444,OK,,8.770539779861625,quadrant,5.294655581148093e-07
508,509,289.63841440085656,80,3.620480180010707,OK,,18.559621297100218,quadrant,5.135488297707219e-07
509,523,273.3459783032605,80,3.4168247287907563,OK,,6.74520948975748,quadrant,1.159758324891119e-06
509,510,277.23191207123176,80,3.465398900890397,OK,,13.020753930356266,quadrant,9.549607435302744e-07
509,520,286.438099287314,80,3.580476241091425,OK,,43.65613100070188,quadrant,6.026646298355858e-07
