rep_id,status,n_raw,n_finite_gr,z_min,z_max,z_fin_min,z_fin_max,n_samples,p_lo,p_hi,p_lo_val,p_hi_val,fill_nans,max_gap_depth,imputed_frac_rs
479,OK,9280,9192,0.0,4639.5,0.0,4595.5,400,1.0,99.0,18.44883462406106,208.3964155639067,True,,0.01
480,OK,8981,8903,245.0,4735.0,245.0,4696.0,400,1.0,99.0,21.046158320802142,181.94317726818008,True,,0.01
481,OK,9041,8959,195.0,4715.0,195.0,4674.0,400,1.0,99.0,21.37901646616551,184.3597294862172,True,,0.01
482,OK,9212,9138,0.0,4605.5,0.0,4568.5,400,1.0,99.0,21.675678421050858,166.83593413534035,True,,0.01
483,OK,8951,8881,0.0,4475.0,0.0,4440.0,400,1.0,99.0,19.82304091478896,190.19933213033386,True,,0.01
484,OK,9001,8931,0.0,4500.0,0.0,4465.0,400,1.0,99.0,17.61603729323366,178.85786789473858,True,,0.01
485,OK,9625,9556,0.0,4812.0,0.0,4777.5,400,1.0,99.0,14.655553654135423,135.47654878195928,True,,0.0075
486,OK,8981,8903,495.0,4985.0,495.0,4946.0,400,1.0,99.0,21.14227729323197,158.11508695488683,True,,0.01
487,OK,8873,8792,245.0,4681.0,245.0,4640.5,400,1.0,99.0,22.503958533834346,134.94057949874644,True,,0.01
488,OK,9650,9572,0.0,4824.5,0.0,4785.5,400,1.0,99.0,15.592030989974932,142.82758028822008,True,,0.01
489,OK,9138,9064,0.0,4568.5,0.0,4531.5,400,1.0,99.0,13.307279586466048,137.0283864285757,True,,0.01
490,OK,9306,9231,0.0,4652.5,0.0,4615.0,400,1.0,99.0,21.444471278197454,181.2195021929745,True,,0.01
491,OK,9380,9293,0.0,4689.5,0.0,4646.0,400,1.0,99.0,18.646773483709172,158.62125619047447,True,,0.01
492,OK,18039,17245,187.75,4697.25,352.75,4663.75,400,1.0,99.0,13.476619561402455,163.8576663934829,True,,0.045
493,OK,17178,16996,162.0,4456.25,162.25,4411.0,400,1.0,99.0,13.307257062658278,139.24840598496718,True,,0.015
494,OK,8958,8879,0.0,4478.5,0.0,4439.0,400,1.0,99.0,21.784322932330788,154.14257375941438,True,,0.01
495,OK,17697,17523,200.0,4624.0,200.0,4580.5,400,1.0,99.0,11.055090263157922,140.86999043859635,True,,0.01
496,OK,9121,9033,2.5,4562.5,3.0,4519.0,400,1.0,99.0,14.202080857143244,163.87353685714916,True,,0.0125
497,OK,17048,16872,161.25,4423.0,161.25,4379.0,400,1.0,99.0,19.187650706767094,125.52944507267856,True,,0.0125
498,OK,8517,8448,245.0,4503.0,245.0,4468.5,400,1.0,99.0,20.507216428570064,147.990573934856,True,,0.01
499,OK,9397,9323,0.0,4698.0,0.0,4661.0,400,1.0,99.0,20.756436503758206,145.0118969173062,True,,0.01
500,OK,8729,8655,0.0,4364.0,0.0,4327.0,400,1.0,99.0,20.691051378446097,226.93208672932354,True,,0.01
501,OK,16797,16693,206.0,4405.0,206.0,4379.0,400,1.0,99.0,10.357704000000748,117.09359523809692,True,,0.0075
502,OK,8231,8202,195.0,4310.0,195.0,4295.5,400,1.0,99.0,25.421678142857196,147.70857207017644,True,,0.005
503,OK,8721,8666,195.0,4555.0,195.0,4527.5,400,1.0,99.0,24.14238672681679,147.30125344360619,True,,0.0075
504,OK,8718,8641,0.0,4358.5,0.0,4320.0,400,1.0,99.0,22.140198596491327,155.39364969924753,True,,0.01
505,OK,17613,17431,160.25,4563.25,160.5,4518.0,400,1.0,99.0,16.226196789473626,172.3927901052616,True,,0.015
506,OK,8761,8677,195.0,4575.0,195.0,4533.0,400,1.0,99.0,24.250340187969623,149.58120334586354,True,,0.01
507,OK,7891,7832,245.0,4190.0,245.0,4160.5,400,1.0,99.0,25.911254195488457,145.7003130827072,True,,0.0075
508,OK,8781,8700,195.0,4585.0,195.0,4544.5,400,1.0,99.0,19.270262907268737,188.21949875938648,True,,0.01
509,OK,8377,8321,-3.0,4185.0,-3.0,4157.0,400,1.0,99.0,19.542197624060236,221.3740675789475,True,,0.0075
510,OK,8036,7961,0.0,4017.5,0.0,3980.0,400,1.0,99.0,13.119772719298304,198.3170185839572,True,,0.01
511,OK,17563,17429,213.0,4603.5,213.0,4570.0,400,1.0,99.0,13.250600751879862,159.85905819548867,True,,0.01
512,OK,17851,16984,190.5,4653.0,373.5,4619.25,400,1.0,99.0,11.9664745263152,153.17399978946875,True,,0.0525
513,OK,8101,8039,195.0,4245.0,195.0,4214.0,400,1.0,99.0,26.660525902255472,227.4196558646587,True,,0.01
514,OK,7607,7523,195.0,3998.0,195.0,3956.0,400,1.0,99.0,21.900192390977484,140.8630167418551,True,,0.0125
515,OK,8461,8378,195.0,4425.0,195.0,4383.5,400,1.0,99.0,25.897827142856556,199.30461409770464,True,,0.01
516,OK,8467,8394,0.0,4233.0,0.0,4196.5,400,1.0,99.0,27.200925827067383,181.6580841353384,True,,0.01
517,OK,8287,8213,0.0,4143.0,0.0,4106.0,400,1.0,99.0,20.558921466166563,251.2816216541448,True,,0.01
518,OK,8378,8304,0.0,4188.5,0.0,4151.5,400,1.0,99.0,29.818908759398376,156.8823586967433,True,,0.01
519,OK,7759,7685,0.0,3879.0,0.0,3842.0,400,1.0,99.0,20.86886766917233,174.7482500000002,True,,0.01
520,OK,7697,7619,0.0,3848.0,0.0,3809.0,400,1.0,99.0,17.762255157896174,165.96025965413472,True,,0.0125
521,OK,8297,8227,0.0,4148.0,0.0,4113.0,400,1.0,99.0,19.858095902255783,157.60317690476262,True,,0.01
522,OK,2291,2212,3395.0,4540.0,3395.0,4500.5,400,1.0,99.0,28.06810214285681,259.2311228947475,True,,0.035
523,OK,8417,8341,-3.0,4205.0,-3.0,4167.0,400,1.0,99.0,25.3300964285714,218.22315770676624,True,,0.01
524,OK,8437,8355,-3.0,4215.0,-3.0,4174.0,400,1.0,99.0,25.86705214285685,293.23458642857133,True,,0.01
525,OK,8377,8293,-3.0,4185.0,-3.0,4143.0,400,1.0,99.0,23.899963458647118,252.18547804511238,True,,0.0125
526,OK,8321,8254,345.0,4505.0,345.0,4471.5,400,1.0,99.0,25.189093646616296,203.09380803260822,True,,0.01
527,OK,7922,7865,345.0,4305.5,345.0,4305.5,400,1.0,99.0,20.77282775525051,131.08882770927207,True,,0.0
528,OK,7511,7441,200.0,3955.0,200.0,3920.0,400,1.0,99.0,20.973248308270723,165.86819114035072,True,,0.01
529,OK,8075,7994,345.0,4382.0,345.0,4341.5,400,1.0,99.0,24.148217999998995,133.94452380451128,True,,0.0125
530,OK,8257,8189,-3.0,4125.0,-3.0,4091.0,400,1.0,99.0,23.56417357142837,173.89415875939736,True,,0.01
531,OK,8051,7967,250.0,4275.0,250.0,4233.0,400,1.0,99.0,18.31756326315785,178.883500315788,True,,0.0125
532,OK,8477,8397,-3.0,4235.0,-3.0,4195.0,400,1.0,99.0,24.155777506265775,227.58817022556403,True,,0.01
533,OK,7820,7743,0.0,3909.5,0.0,3871.0,400,1.0,99.0,21.993402543859247,154.53814578948302,True,,0.01
534,OK,7368,6981,0.0,3683.5,165.5,3655.5,400,1.0,99.0,18.092724681704222,169.25825297493745,True,,0.055
535,OK,6620,6559,195.0,3504.5,195.0,3504.5,400,1.0,99.0,13.438697932330903,197.35054322305987,True,,0.0
536,OK,6892,6846,195.0,3640.5,195.0,3640.5,400,1.0,99.0,22.058956443608707,138.73996445864714,True,,0.0
537,OK,13538,13464,0.0,6768.5,0.0,6731.5,400,1.0,99.0,10.310200771929804,160.0114348771925,True,,0.0075
538,OK,13396,13317,0.0,6697.5,0.0,6658.0,400,1.0,99.0,10.572748000000251,145.9404194285669,True,,0.0075
539,OK,10881,10813,0.0,5440.0,0.0,5406.0,400,1.0,99.0,14.26501028571451,179.75899526817034,True,,0.0075
540,OK,13377,13298,0.0,6688.0,0.0,6648.5,400,1.0,99.0,10.597442285712933,159.84481733332538,True,,0.0075
541,OK,13389,13315,0.0,6694.0,0.0,6657.0,400,1.0,99.0,14.313333714285289,175.6996548771494,True,,0.0075
542,OK,10520,10433,0.0,5259.5,0.0,5216.0,400,1.0,99.0,15.036595902255518,128.01357383458927,True,,0.01
543,OK,3747,3666,4195.0,6068.0,4195.0,6027.5,400,1.0,99.0,14.993795739348629,201.47908922311467,True,,0.0225
544,OK,13381,13257,750.0,7440.0,750.0,7378.0,400,1.0,99.0,10.817914285714066,139.23106729320168,True,,0.01
545,OK,12055,11947,635.0,6662.0,635.0,6608.0,400,1.0,99.0,10.053973684210067,125.73755000000001,True,,0.01
546,OK,13821,7745,650.0,7560.0,3669.0,7541.0,400,1.0,99.0,10.405236942356469,217.32362666667464,True,,0.4425
547,OK,13261,13240,100.0,6730.0,100.0,6719.5,400,1.0,99.0,11.159502086616552,132.27714512631522,True,,0.0025
548,OK,11785,11707,658.0,6550.0,658.0,6511.0,400,1.0,99.0,8.851403444211321,142.52893943309448,True,,0.0075
549,OK,12825,5272,598.0,7010.0,4367.0,7002.5,400,1.0,99.0,12.706032631579113,164.2082952631562,True,,0.59
550,OK,9201,9201,3000.0,7600.0,3000.0,7600.0,400,1.0,99.0,9.328390630897939,194.68251441043068,True,,0.0
551,OK,3901,3901,4200.0,6150.0,4200.0,6150.0,400,1.0,99.0,16.611333383458664,186.34359082707488,True,,0.0
552,OK,8663,8534,590.0,4921.0,590.0,4856.5,400,1.0,99.0,14.772193157894604,157.12110062405648,True,,0.015
553,OK,9959,9840,560.0,5539.0,560.0,5479.5,400,1.0,99.0,11.43054115288238,155.03787857143644,True,,0.0125
554,OK,10716,10631,0.0,5357.5,0.0,5315.0,400,1.0,99.0,14.380062293232807,158.1390885463674,True,,0.01
555,OK,10703,10615,0.0,5351.0,0.0,5307.0,400,1.0,99.0,13.779920025062694,130.07721800751378,True,,0.01
556,OK,10211,10143,0.0,5105.0,0.0,5071.0,400,1.0,99.0,16.907344842105044,178.58061428573416,True,,0.0075
557,OK,11153,11085,0.0,5576.0,0.0,5542.0,400,1.0,99.0,16.3549225363415,164.32820595488712,True,,0.0075
558,OK,10515,10441,0.0,5257.0,0.0,5220.0,400,1.0,99.0,17.39440007017543,186.0577536842106,True,,0.0075
559,OK,10755,10685,0.0,5377.0,0.0,5342.0,400,1.0,99.0,16.625568952380753,138.902307809522,True,,0.0075
560,OK,10703,10654,0.0,5351.0,0.0,5326.5,400,1.0,99.0,18.510901839597885,158.549910679201,True,,0.005
561,OK,10993,10923,0.0,5496.0,0.0,5461.0,400,1.0,99.0,19.391026165414363,209.83789500751917,True,,0.0075
562,OK,8515,8430,595.0,4852.0,595.0,4809.5,400,1.0,99.0,13.112776541352645,132.1645521428567,True,,0.01
563,OK,10060,9972,0.0,5029.5,0.0,4985.5,400,1.0,99.0,18.19866894736909,133.84729236842128,True,,0.01
564,OK,10977,10907,0.0,5488.0,0.0,5453.0,400,1.0,99.0,13.053074245613653,121.98436947365649,True,,0.0075
565,OK,9541,9455,295.0,5065.0,295.0,5022.0,400,1.0,99.0,17.510901090226245,152.82494304512124,True,,0.01
566,OK,9501,9449,295.0,5045.0,295.0,5019.0,400,1.0,99.0,21.068754285714924,150.41851428571425,True,,0.0075
567,OK,8919,8841,0.0,4459.0,0.0,4420.0,400,1.0,99.0,13.649738508772403,142.49850807017498,True,,0.01
568,OK,15997,15814,321.0,4320.0,321.25,4274.5,400,1.0,99.0,19.6089649774437,129.4309320751912,True,,0.015
569,OK,8942,8865,0.0,4470.5,0.0,4432.0,400,1.0,99.0,16.644843308269287,161.46785994987323,True,,0.01
570,OK,9611,9534,2.0,4807.0,2.5,4769.0,400,1.0,99.0,16.484095082705892,155.45216237092455,True,,0.0125
571,OK,9321,9245,245.0,4905.0,245.0,4867.0,400,1.0,99.0,17.51936487468673,144.31524981203017,True,,0.01
572,OK,9015,8954,245.0,4752.0,245.0,4721.5,400,1.0,99.0,20.301895639098856,116.43555600000309,True,,0.0075
573,OK,8827,8749,0.0,4413.0,0.0,4374.0,400,1.0,99.0,23.084833571428746,135.54515124060205,True,,0.01
574,OK,8732,8681,0.0,4365.5,0.0,4340.0,400,1.0,99.0,20.49728108270686,123.75108646616553,True,,0.0075
575,OK,8908,8823,0.0,4453.5,0.0,4411.0,400,1.0,99.0,11.88956721804523,146.7147085714269,True,,0.01
576,OK,17099,16953,170.0,4444.5,170.25,4408.25,400,1.0,99.0,15.569247097745285,172.55054046614424,True,,0.0125
577,OK,17578,17427,123.0,4517.25,123.25,4479.75,400,1.0,99.0,9.450857473683174,122.99941136842972,True,,0.0125
578,OK,8557,8487,0.0,4278.0,0.0,4243.0,400,1.0,99.0,19.890828195488343,137.00105270676661,True,,0.01
579,OK,2515,2408,3697.0,4954.0,3699.5,4903.0,400,1.0,99.0,12.675422233082292,195.5327451127887,True,,0.045
580,OK,8766,8705,-2.0,4380.5,-2.0,4380.5,400,1.0,99.0,19.02483610526278,205.46608127070328,True,,0.0
581,OK,8722,8663,245.0,4605.5,245.0,4605.5,400,1.0,99.0,13.50570042857165,115.25097000000085,True,,0.0
582,OK,9016,8943,0.0,4507.5,0.0,4471.0,400,1.0,99.0,18.31231075188013,166.71264345866453,True,,0.01
583,OK,9096,9017,0.0,4547.5,0.0,4508.0,400,1.0,99.0,16.97257874686773,143.16993897242926,True,,0.01
584,OK,9097,9029,0.0,4548.0,0.0,4514.0,400,1.0,99.0,18.752458165415263,121.38975557894747,True,,0.0075
585,OK,14492,14241,152.25,3775.0,171.5,3731.5,400,1.0,99.0,27.48682662406039,131.6879253383476,True,,0.02
586,OK,8818,8731,0.0,4408.5,0.0,4365.0,400,1.0,99.0,19.333237556390966,136.25447800751934,True,,0.01
587,OK,9227,9139,3.5,4616.5,4.0,4573.0,400,1.0,99.0,18.642339789474722,153.68301280701826,True,,0.0125
588,OK,4991,4944,1315.0,3810.0,1315.0,3786.5,400,1.0,99.0,14.359059285714578,126.22822834586415,True,,0.01
589,OK,7897,7822,-3.0,3945.0,-3.0,3907.5,400,1.0,99.0,21.36681105263096,156.56922236842172,True,,0.01
590,OK,7854,7775,0.0,3926.5,0.0,3887.0,400,1.0,99.0,14.885277684210466,117.62273038095307,True,,0.0125
591,OK,8659,8591,0.0,4329.0,0.0,4295.0,400,1.0,99.0,18.55049823308253,161.60189033834828,True,,0.01
592,OK,8269,8208,4.0,4138.0,4.0,4107.5,400,1.0,99.0,19.302931879699155,133.48927305263342,True,,0.0075
593,OK,7481,7412,0.0,3740.0,0.0,3705.5,400,1.0,99.0,23.28545210526289,217.35186130325684,True,,0.01
594,OK,7730,7723,2.0,3866.5,2.0,3863.0,400,1.0,99.0,19.622541533834635,142.63560316291048,True,,0.0025
595,OK,17241,17100,0.0,4310.0,0.0,4274.75,400,1.0,99.0,15.182327694235457,130.1260388596498,True,,0.01
596,OK,7871,7797,0.0,3935.0,0.0,3898.0,400,1.0,99.0,16.966231190476158,170.8901433208034,True,,0.01
597,OK,8072,7984,0.0,4035.5,0.0,3991.5,400,1.0,99.0,15.597935263158229,138.871859859649,True,,0.0125
598,OK,7347,7223,4500.0,8173.0,4500.0,8111.0,400,1.0,99.0,32.62568371929766,88.87731042606589,True,,0.0175
599,OK,7985,7907,0.0,3992.0,0.0,3953.0,400,1.0,99.0,14.558739724310696,149.77280309522496,True,,0.01
600,OK,7797,7727,0.0,3898.0,0.0,3863.0,400,1.0,99.0,20.242617556390964,132.65442337092665,True,,0.01
601,OK,7889,7819,0.0,3944.0,0.0,3909.0,400,1.0,99.0,20.465317556391028,146.63733718045236,True,,0.01
602,OK,7261,7178,245.0,3875.0,245.0,3833.5,400,1.0,99.0,22.657778330826634,136.35362957895333,True,,0.0125
603,OK,8433,8363,0.0,4216.0,0.0,4181.0,400,1.0,99.0,21.421114235589027,150.89577030075358,True,,0.01
604,OK,8077,8007,0.0,4038.0,0.0,4003.0,400,1.0,99.0,17.446462180451967,169.13648567668903,True,,0.01
605,OK,8097,8027,0.0,4048.0,0.0,4013.0,400,1.0,99.0,20.05617368421044,129.47314793232974,True,,0.01
606,OK,7910,7910,215.5,4170.0,215.5,4170.0,400,1.0,99.0,17.40101863157886,156.1248643959932,True,,0.0
607,OK,7942,7864,0.0,3970.5,0.0,3931.5,400,1.0,99.0,10.430736842104263,158.92235180451127,True,,0.01
608,OK,2800,2665,3050.0,3749.75,3050.0,3716.0,400,1.0,99.0,18.97288771428541,236.05705315788782,True,,0.05
609,OK,8261,8191,0.0,4130.0,0.0,4095.0,400,1.0,99.0,23.525789999998825,140.34657122806888,True,,0.01
610,OK,7189,7105,245.0,3839.0,245.0,3797.0,400,1.0,99.0,21.71168082706764,134.1713527969929,True,,0.0125
611,OK,7622,7563,195.0,4005.5,202.0,4005.5,400,1.0,99.0,17.84318087719365,197.33228661151887,True,,0.0025
612,OK,7257,7193,345.0,3973.0,345.0,3941.0,400,1.0,99.0,21.933075576440793,148.63185921052585,True,,0.01
613,OK,7476,7398,0.0,3737.5,0.0,3698.5,400,1.0,99.0,22.46387445112779,134.04505030075134,True,,0.0125
614,OK,7081,7008,0.0,3540.0,0.0,3503.5,400,1.0,99.0,19.803158601504066,144.45118521804434,True,,0.0125
615,OK,7086,7012,0.0,3542.5,0.0,3505.5,400,1.0,99.0,22.71119281704263,146.5412327167913,True,,0.0125
616,OK,7961,7892,0.0,3980.0,0.0,3945.5,400,1.0,99.0,20.3962759398497,124.32302071428839,True,,0.01
617,OK,7800,7709,0.0,3899.5,0.0,3854.0,400,1.0,99.0,18.331316195488874,171.13822347368418,True,,0.0125
618,OK,7201,7129,0.0,3600.0,0.0,3564.0,400,1.0,99.0,20.44921999999985,194.1738915789423,True,,0.01
619,OK,13089,12954,161.0,3433.0,161.25,3399.5,400,1.0,99.0,16.826191724309645,120.9414397744458,True,,0.015
620,OK,13709,13572,167.0,3594.0,167.25,3560.0,400,1.0,99.0,15.721972125312709,128.0576120250631,True,,0.0125
621,OK,13858,13723,158.5,3622.75,158.5,3589.0,400,1.0,99.0,17.91868639097923,125.26661958646687,True,,0.01
622,OK,14812,14668,135.5,3838.25,135.75,3802.5,400,1.0,99.0,18.9237416992482,126.44691824060342,True,,0.0125
623,OK,7714,7661,195.0,4051.5,195.0,4051.5,400,1.0,99.0,19.82587806015203,141.0314028045347,True,,0.0
624,OK,6572,6499,245.0,3530.5,245.0,3530.5,400,1.0,99.0,0.0,145.53618168420888,True,,0.0
625,OK,7162,7102,195.0,3775.5,195.0,3775.5,400,1.0,99.0,14.27312415271726,145.88999373684183,True,,0.0
626,OK,7347,7270,245.0,3918.0,245.0,3918.0,400,1.0,99.0,0.006686743589743565,162.91685706767075,True,,0.0
627,OK,10787,10701,250.0,5643.0,250.0,5600.0,400,1.0,99.0,7.092347380952614,179.1924005889731,True,,0.01
628,OK,10401,10371,5550.0,10750.0,5550.0,10735.0,400,1.0,99.0,174.48863703007513,223.09689363157744,True,,0.005
629,OK,9131,9052,245.0,4810.0,245.0,4770.5,400,1.0,99.0,21.225721428575742,155.28990583958822,True,,0.01
630,OK,12016,11941,0.0,6007.5,0.0,5970.0,400,1.0,99.0,16.714338917292856,166.19241744361162,True,,0.0075
631,OK,4524,4435,3000.0,5261.5,3000.0,5217.0,400,1.0,99.0,18.185576157894758,238.12944373433191,True,,0.02
632,OK,9091,9018,245.0,4790.0,245.0,4753.5,400,1.0,99.0,25.028521992480318,150.20575379699096,True,,0.01
633,OK,9201,9120,245.0,4845.0,245.0,4804.5,400,1.0,99.0,20.131599561402965,165.5078482330821,True,,0.01
634,OK,9091,9018,245.0,4790.0,245.0,4753.5,400,1.0,99.0,25.028521992480318,150.20575379699096,True,,0.01
635,OK,9881,9796,295.0,5235.0,295.0,5192.5,400,1.0,99.0,21.082025714285823,149.7748654761923,True,,0.01
636,OK,9185,9105,245.0,4837.0,245.0,4797.0,400,1.0,99.0,18.87247166666678,190.92975666666663,True,,0.01
637,OK,9221,9138,245.0,4855.0,245.0,4813.5,400,1.0,99.0,15.862105563910237,151.85052185464076,True,,0.01
638,OK,9217,9137,245.0,4853.0,245.0,4813.0,400,1.0,99.0,19.16301541353629,140.09373161654204,True,,0.01
639,OK,9081,8999,245.0,4785.0,245.0,4744.0,400,1.0,99.0,18.718335363408272,172.2754122055137,True,,0.01
640,OK,10001,9915,195.0,5195.0,195.0,5152.0,400,1.0,99.0,16.316814636592447,151.1487319047757,True,,0.01
641,OK,18742,18599,220.5,4905.75,220.5,4870.0,400,1.0,99.0,10.132269022556384,163.33683120300574,True,,0.01
642,OK,7981,7900,395.0,4385.0,395.0,4344.5,400,1.0,99.0,19.892789999999998,133.223072,True,,0.0125
643,OK,9171,9096,0.0,4585.0,0.0,4547.5,400,1.0,99.0,10.944606228070127,134.33283342105258,True,,0.01
644,OK,9713,9624,0.0,4856.0,0.0,4811.5,400,1.0,99.0,13.061628120301169,126.01821511277798,True,,0.01
645,OK,8613,8527,0.0,4306.0,0.0,4263.0,400,1.0,99.0,16.700220476190047,134.08888170426243,True,,0.01
646,OK,8917,8829,0.0,4458.0,0.0,4414.0,400,1.0,99.0,19.982190375939265,141.53839748120276,True,,0.01
647,OK,8081,8004,345.0,4385.0,345.0,4346.5,400,1.0,99.0,18.153322017543342,150.26894345864588,True,,0.01
648,OK,17872,17701,0.0,4467.75,0.0,4425.0,400,1.0,99.0,15.11719605263052,120.3327150000006,True,,0.01
649,OK,9615,9542,0.0,4807.0,0.0,4770.5,400,1.0,99.0,11.923411904761986,121.53020547618924,True,,0.01
650,OK,9615,9542,0.0,4807.0,0.0,4770.5,400,1.0,99.0,11.923411904761986,121.53020547618924,True,,0.01
651,OK,9341,9257,245.0,4915.0,245.0,4873.0,400,1.0,99.0,17.065779937344086,150.20472755639523,True,,0.01
652,OK,9161,9084,245.0,4825.0,245.0,4786.5,400,1.0,99.0,19.355856904763765,152.52217174186447,True,,0.01
653,OK,9421,9344,195.0,4905.0,195.0,4866.5,400,1.0,99.0,19.0427903007512,164.59453729324034,True,,0.01
654,OK,9181,9111,245.0,4835.0,245.0,4800.0,400,1.0,99.0,18.822061203004097,139.56514706766924,True,,0.01
655,OK,9372,9319,295.0,4980.5,295.0,4980.5,400,1.0,99.0,18.19516950376043,117.59696619549135,True,,0.0
656,OK,7122,7061,845.0,4405.5,845.0,4405.5,400,1.0,99.0,15.964187096531411,153.70119314285324,True,,0.0
657,OK,8236,8151,0.0,4117.5,0.0,4075.0,400,1.0,99.0,21.428488466165422,137.139923203007,True,,0.0125
658,OK,8423,8375,0.0,4211.0,0.0,4187.0,400,1.0,99.0,16.84945063659148,131.53930518295763,True,,0.0075
659,OK,2287,2159,2995.0,4138.0,2995.0,4074.0,400,1.0,99.0,16.053504571429016,169.77331786466004,True,,0.0575
660,OK,7317,7238,-3.0,3655.0,-3.0,3615.5,400,1.0,99.0,19.41891491228355,148.5233608721782,True,,0.0125
661,OK,7154,7080,0.0,3576.5,0.0,3539.5,400,1.0,99.0,21.47807670676702,140.77090215037413,True,,0.0125
662,OK,6341,6258,295.0,3465.0,295.0,3423.5,400,1.0,99.0,20.488447601504166,136.6386607969941,True,,0.015
663,OK,7794,7720,0.0,3896.5,0.0,3859.5,400,1.0,99.0,24.999144548870305,134.20988463659359,True,,0.01
664,OK,7335,7262,0.0,3667.0,0.0,3630.5,400,1.0,99.0,20.74603190476179,169.19187380952528,True,,0.01
665,OK,7167,7093,0.0,3583.0,0.0,3546.0,400,1.0,99.0,21.054884431077575,163.71743328822032,True,,0.0125
666,OK,7679,7590,0.0,3839.0,0.0,3794.5,400,1.0,99.0,14.209365974937075,162.53061238596467,True,,0.0125
667,OK,7635,7625,0.0,3817.0,0.0,3812.0,400,1.0,99.0,15.361864305764241,159.69443623558976,True,,0.0025
668,OK,11345,11213,890.25,3726.25,890.25,3693.25,400,1.0,99.0,12.650877669172932,145.61560909774195,True,,0.0125
669,OK,7916,7859,-2.0,3955.5,-2.0,3955.5,400,1.0,99.0,14.65475486716817,119.77145417293292,True,,0.0
670,OK,5822,5762,995.0,3905.5,995.0,3905.5,400,1.0,99.0,0.0,142.4690956616535,True,,0.0
671,OK,7526,7462,-2.0,3760.5,-2.0,3760.5,400,1.0,99.0,21.915165862348953,119.87442389473958,True,,0.0
672,OK,6937,6791,100.0,3568.0,100.0,3495.0,400,1.0,99.0,16.546883834586033,143.52400857142854,True,,0.0225
673,OK,7117,7115,0.0,3558.0,0.0,3557.0,400,1.0,99.0,23.111627172932227,113.72835336842095,True,,0.0025
674,OK,5217,5147,1095.0,3703.0,1095.0,3668.0,400,1.0,99.0,23.300105681703744,124.42414003508696,True,,0.015
675,OK,7114,7035,0.0,3556.5,0.0,3517.0,400,1.0,99.0,12.909234466165405,123.48823566917234,True,,0.0125
676,OK,6929,6859,0.0,3464.0,0.0,3429.0,400,1.0,99.0,22.5423313383464,132.26267966416145,True,,0.0125
677,OK,7180,7180,0.0,3589.5,0.0,3589.5,400,1.0,99.0,14.95299299248133,107.52081764661693,True,,0.0
678,OK,9939,9758,819.5,3304.0,819.75,3259.0,400,1.0,99.0,15.958932330827167,141.49367812030104,True,,0.0225
679,OK,6821,6741,195.0,3605.0,195.0,3565.0,400,1.0,99.0,21.93507741353531,130.96758697243175,True,,0.0125
680,OK,5241,5161,745.0,3365.0,745.0,3325.0,400,1.0,99.0,25.46737819548714,141.42518478195498,True,,0.0175
681,OK,6847,6769,0.0,3423.0,0.0,3384.0,400,1.0,99.0,20.16420399999992,116.94652242104581,True,,0.0125
682,OK,13553,13370,0.0,3388.0,0.0,3342.25,400,1.0,99.0,16.23024719298295,153.2197226315788,True,,0.015
683,OK,6917,6849,0.0,3458.0,0.0,3424.0,400,1.0,99.0,23.79845166666765,135.55756000000247,True,,0.01
684,OK,7366,7355,0.0,3682.5,0.0,3677.0,400,1.0,99.0,20.401926947368164,129.66497963909688,True,,0.0025
685,OK,7185,7111,0.0,3592.0,0.0,3555.0,400,1.0,99.0,15.093795067669028,119.95295055137743,True,,0.0125
686,OK,6678,6604,0.0,3338.5,0.0,3301.5,400,1.0,99.0,30.186965558897224,151.68954578947304,True,,0.0125
687,OK,6904,6826,4.0,3455.5,4.5,3417.0,400,1.0,99.0,18.53085881203013,119.90757798496462,True,,0.015
688,OK,7041,6968,0.0,3520.0,0.0,3483.5,400,1.0,99.0,12.966662646616646,129.03982036088317,True,,0.0125
689,OK,7313,7240,0.0,3656.0,0.0,3619.5,400,1.0,99.0,10.056645288220917,159.155607080218,True,,0.01
690,OK,7151,7072,0.0,3575.0,0.0,3535.5,400,1.0,99.0,17.6116332731828,128.8718297995046,True,,0.0125
691,OK,6721,6658,245.0,3605.0,245.0,3573.5,400,1.0,99.0,25.829320000001808,152.8727310526314,True,,0.01
692,OK,6301,6211,195.0,3345.0,195.0,3300.0,400,1.0,99.0,25.829937473684375,139.83847468420024,True,,0.015
693,OK,7001,6923,195.0,3695.0,195.0,3656.0,400,1.0,99.0,17.037123999999675,153.84546382455662,True,,0.0125
694,OK,7584,7499,0.0,3791.5,0.0,3749.0,400,1.0,99.0,21.200495984961346,144.34610164906456,True,,0.0125
695,OK,6935,6865,0.0,3467.0,0.0,3432.0,400,1.0,99.0,21.986346551378443,140.2582596491208,True,,0.0125
696,OK,6353,6277,245.0,3421.0,245.0,3383.0,400,1.0,99.0,27.71672675187993,137.09886197995002,True,,0.0125
697,OK,4821,4757,795.0,3205.0,795.0,3173.0,400,1.0,99.0,17.957750333333674,129.80080803508773,True,,0.015
698,OK,6435,6362,0.0,3217.0,0.0,3180.5,400,1.0,99.0,18.43739718295724,155.90132736841935,True,,0.0125
699,OK,7510,7432,0.0,3754.5,0.0,3715.5,400,1.0,99.0,17.855209007518805,147.26208418045204,True,,0.0125
700,OK,6904,6825,0.0,3451.5,0.0,3412.0,400,1.0,99.0,19.319998601503876,128.76978962406014,True,,0.0125
